RecID,SiteID,StoreCode,Region,Quantity,GTIN_VPN,Brand,Style,Diameter,Width,BoltPattern1,BoltPattern2,Lugs,LugRadial,Offset,Finish,DTArticle,diamBP,diamBPOffs,wheelsize,offbin
8591,1440,NVL 14,Nevada,-1,7.61139E+11,American Racing,AR605 CHROME,17,10.5,5x120.65,NA,5,120.65,44,CHROME,NA,17 5x120.65,17 5x120.65 44,17 x 10.5,"(40,49)"
8592,1440,NVL 14,Nevada,4,7.61138E+11,American Racing,AR767 G-BLK W/ STRIPES,15,10,5x139.70,NA,5,139.7,-38,GLOSS BLACK W/ STRIPES,NA,15 5x139.70,15 5x139.70 -38,15 x 10,"(-39,-30)"
8593,1440,NVL 14,Nevada,1,7.61138E+11,American Racing,AR767 G-BLK W/ STRIPES,15,8,5x139.70,NA,5,139.7,-12,GLOSS BLACK W/ STRIPES,NA,15 5x139.70,15 5x139.70 -12,15 x 8,"(-19,-10)"
8594,1440,NVL 14,Nevada,4,8.43962E+11,American Racing,AR883 CHROME,17,7.5,5x114.30,NA,5,114.3,40,CHROME,NA,17 5x114.30,17 5x114.30 40,17 x 7.5,"(30,39)"
8595,1440,NVL 14,Nevada,4,8.85463E+11,American Racing,AR907 CHROME,17,7.5,5x114.30,NA,5,114.3,42,PVD,NA,17 5x114.30,17 5x114.30 42,17 x 7.5,"(40,49)"
8596,1440,NVL 14,Nevada,4,8.43962E+11,Helo,MAXX CHROME,16,8,6x139.70,NA,6,139.7,0,CHROME,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
8597,1440,NVL 14,Nevada,4,8.85463E+11,Helo,HE878 S-BLK,18,9,6x139.70,NA,6,139.7,-12,SATIN BLACK,NA,18 6x139.70,18 6x139.70 -12,18 x 9,"(-19,-10)"
8598,1440,NVL 14,Nevada,4,8.85463E+11,Helo,HE880,18,8,blank,NA,0,0,42,BLK,NA,18 blank,18 blank 42,18 x 8,"(40,49)"
8599,1440,NVL 14,Nevada,4,8.85463E+11,Helo,HE890 G-BLK MACH,20,8.5,5x115.00,NA,5,115,35,GLOSS BLACK W/ MACHINED FACE,NA,20 5x115.00,20 5x115.00 35,20 x 8.5,"(30,39)"
8600,1440,NVL 14,Nevada,-4,8.85463E+11,Helo,HE890 G-BLK MACH,20,8.5,5x115.00,NA,5,115,35,GLOSS BLACK W/ MACHINED FACE,NA,20 5x115.00,20 5x115.00 35,20 x 8.5,"(30,39)"
8601,1440,NVL 14,Nevada,4,8.85463E+11,Helo,HE891 G-BLK W/ ACC,22,9,6x120.00,6x139.70,6,120,10,GLOSS BLACK W/ ACCENTS,NA,22 6x120.00,22 6x120.00 10,22 x 9,"(1,10)"
8602,1440,NVL 14,Nevada,5,8.85463E+11,Helo,HE900 G-BLK,20,10,5x127.00,NA,5,127,-24,GLOSS BLACK,NA,20 5x127.00,20 5x127.00 -24,20 x 10,"(-29,-20)"
8603,1440,NVL 14,Nevada,4,8.43962E+11,KMC,KM651 G-BLK,20,8.5,6x135.00,6x139.70,6,135,38,GLOSS BLACK W/ CLEAR COAT,NA,20 6x135.00,20 6x135.00 38,20 x 8.5,"(30,39)"
8604,1440,NVL 14,Nevada,1,8.85463E+11,Moto Metal,MO962 G-BLK MILL,18,9,5x139.70,5x150.00,5,139.7,0,GLOSS BLACK W/ MILLED ACCENTS,20137,18 5x139.70,18 5x139.70 0,18 x 9,"(-9,0)"
8605,1440,NVL 14,Nevada,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,18,10,6x135.00,6x139.70,6,135,-24,GLOSS BLACK W/ MACHINED FACE,NA,18 6x135.00,18 6x135.00 -24,18 x 10,"(-29,-20)"
8606,1440,NVL 14,Nevada,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,18,9,8x170.00,NA,8,170,18,GLOSS BLACK W/ MACHINED FACE,20165,18 8x170.00,18 8x170.00 18,18 x 9,"(11,19)"
8607,1440,NVL 14,Nevada,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,20,9,blank,NA,0,0,0,BLK,NA,20 blank,20 blank 0,20 x 9,"(-9,0)"
8608,1440,NVL 14,Nevada,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,16,8,6x120.00,6x139.70,6,120,0,SATIN BLACK MILLED,NA,16 6x120.00,16 6x120.00 0,16 x 8,"(-9,0)"
8609,1440,NVL 14,Nevada,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,17,8,8x165.10,NA,8,165.1,0,SATIN BLACK MILLED,NA,17 8x165.10,17 8x165.10 0,17 x 8,"(-9,0)"
8610,1440,NVL 14,Nevada,4,8.06455E+11,MSA Wheels,MA023 FL-BLK,12,7,4x137.00,NA,4,137,15,MATTE BLACK,46848,12 4x137.00,12 4x137.00 15,12 x 7,"(11,19)"
8611,1440,NVL 14,Nevada,-4,8.06455E+11,MSA Wheels,MA023 FL-BLK,12,7,4x137.00,NA,4,137,15,MATTE BLACK,46848,12 4x137.00,12 4x137.00 15,12 x 7,"(11,19)"
8612,1440,NVL 14,Nevada,1,8.43962E+11,Vintage,VN515 POLISHED,17,7,5x120.65,NA,5,120.65,0,POLISHED,78215,17 5x120.65,17 5x120.65 0,17 x 7,"(-9,0)"
8613,1440,NVL 14,Nevada,4,8.85463E+11,Vintage,VN806 ANTHRACITE,18,9,5x114.30,NA,5,114.3,38,ANTHRACITE GRAY,NA,18 5x114.30,18 5x114.30 38,18 x 9,"(30,39)"
8614,1440,NVL 14,Nevada,4,8.85463E+11,XD Powersports,XS128 S-BLK,14,7,4x110.00,NA,4,110,35,SATIN BLACK,NA,14 4x110.00,14 4x110.00 35,14 x 7,"(30,39)"
8615,1440,NVL 14,Nevada,-3,8.85463E+11,XD Powersports,XS128 S-BLK,14,7,4x110.00,NA,4,110,35,SATIN BLACK,NA,14 4x110.00,14 4x110.00 35,14 x 7,"(30,39)"
8616,1440,NVL 14,Nevada,4,8.85463E+11,XD Series,XD128 S-BLK,18,9,5x150.00,NA,5,150,25,SATIN BLACK,NA,18 5x150.00,18 5x150.00 25,18 x 9,"(20,29)"
8617,1440,NVL 14,Nevada,1,8.43962E+11,XD Series,XD775 M-BLK,20,12,8x170.00,NA,8,170,-44,MATTE BLACK,NA,20 8x170.00,20 8x170.00 -44,20 x 12,"(-50,-40)"
8618,1440,NVL 14,Nevada,4,8.43962E+11,XD Series,XD775 M-BLK,20,8.5,5x127.00,5x139.70,5,127,10,MATTE BLACK,62385,20 5x127.00,20 5x127.00 10,20 x 8.5,"(1,10)"
8619,1440,NVL 14,Nevada,4,8.43962E+11,XD Series,XD778 M-BLK,18,9,6x135.00,6x139.70,6,135,-12,MATTE BLACK,70862,18 6x135.00,18 6x135.00 -12,18 x 9,"(-19,-10)"
8620,1440,NVL 14,Nevada,4,8.43962E+11,XD Series,HOSS GLOSS BLACK,20,9,8x170.00,NA,8,170,-12,GLOSS BLACK W/ CLEAR COAT,62374,20 8x170.00,20 8x170.00 -12,20 x 9,"(-19,-10)"
8621,1440,NVL 14,Nevada,4,8.43962E+11,XD Series,XD795 G-BLK MACH,20,9,8x170.00,NA,8,170,-12,GLOSS BLACK W/ MACHINED FACE,NA,20 8x170.00,20 8x170.00 -12,20 x 9,"(-19,-10)"
8622,1440,NVL 14,Nevada,4,8.43962E+11,XD Series,XD795 G-BLK MACH,17,9,8x165.10,NA,8,165.1,-12,GLOSS BLACK W/ MACHINED FACE,62337,17 8x165.10,17 8x165.10 -12,17 x 9,"(-19,-10)"
8623,1440,NVL 14,Nevada,4,8.43962E+11,XD Series,XD797 G-BLK MACH,17,9,6x139.70,NA,6,139.7,-12,GLOSS BLACK MACHINED,78516,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
8624,1440,NVL 14,Nevada,-1,8.43962E+11,XD Series,XD798 M-BLK,17,9,6x139.70,NA,6,139.7,-12,MATTE BLACK,62326,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
8625,1440,NVL 14,Nevada,1,8.85463E+11,XD Series,XD811 M-BLK MACH,20,10,8x180.00,NA,8,180,-24,MATTE BLACK MACHINED W/ ACCENTS,NA,20 8x180.00,20 8x180.00 -24,20 x 10,"(-29,-20)"
8626,1440,NVL 14,Nevada,-1,8.85463E+11,XD Series,XD811 M-BLK MACH,20,10,8x180.00,NA,8,180,-24,MATTE BLACK MACHINED W/ ACCENTS,NA,20 8x180.00,20 8x180.00 -24,20 x 10,"(-29,-20)"
8627,1440,NVL 14,Nevada,4,8.85463E+11,XD Series,XD811 M-BLK MACH,20,9,6x120.00,6x139.70,6,120,18,MATTE BLACK MACHINED W/ ACCENTS,NA,20 6x120.00,20 6x120.00 18,20 x 9,"(11,19)"
8628,1440,NVL 14,Nevada,4,8.85463E+11,XD Series,XD818 S-BLK MILL SP,17,8,5x120.00,NA,5,120,35,SATIN BLACK MILLED,NA,17 5x120.00,17 5x120.00 35,17 x 8,"(30,39)"
8629,1440,NVL 14,Nevada,4,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,18,9,6x139.70,NA,6,139.7,18,SATIN BLACK MILLED,NA,18 6x139.70,18 6x139.70 18,18 x 9,"(11,19)"
8630,1441,AZN 02,Arizona,-4,8.85463E+11,Asanti Black,AB007 CHROME,20,8.5,5x112,NA,5,112,25,CHR,NA,20 5x112,20 5x112 25,20 x 8.5,"(20,29)"
8631,1441,AZN 02,Arizona,4,8.85463E+11,American Racing,AR023 S-BLK,15,8,5x127.00,NA,5,127,-19,SATIN BLACK W/ CLEAR COAT,NA,15 5x127.00,15 5x127.00 -19,15 x 8,"(-19,-10)"
8632,1441,AZN 02,Arizona,4,8.85463E+11,American Racing,AR023 S-BLK,16,7,8x165.10,NA,8,165.1,-6,SATIN BLACK W/ CLEAR COAT,NA,16 8x165.10,16 8x165.10 -6,16 x 7,"(-9,0)"
8633,1441,AZN 02,Arizona,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,14,7,5x114.30,NA,5,114.3,0,MACHINED W/ CLEAR COAT,78843,14 5x114.30,14 5x114.30 0,14 x 7,"(-9,0)"
8634,1441,AZN 02,Arizona,1,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,15,7,5x127.00,NA,5,127,-6,MACHINED W/ CLEAR COAT,13211,15 5x127.00,15 5x127.00 -6,15 x 7,"(-9,0)"
8635,1441,AZN 02,Arizona,2,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,15,8,5x114.30,NA,5,114.3,-19,MACHINED W/ CLEAR COAT,13214,15 5x114.30,15 5x114.30 -19,15 x 8,"(-19,-10)"
8636,1441,AZN 02,Arizona,-1,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,15,8,5x114.30,NA,5,114.3,-19,MACHINED W/ CLEAR COAT,13214,15 5x114.30,15 5x114.30 -19,15 x 8,"(-19,-10)"
8637,1441,AZN 02,Arizona,1,7.61138E+11,American Racing,BAJA POLISHED,15,8,5x114.30,NA,5,114.3,-19,POLISHED,78192,15 5x114.30,15 5x114.30 -19,15 x 8,"(-19,-10)"
8638,1441,AZN 02,Arizona,1,8.0927E+11,American Racing,BAJA POLISHED,16,8,8x165.10,NA,8,165.1,0,POLISHED,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
8639,1441,AZN 02,Arizona,4,8.43962E+11,American Racing,AR195 MACH,17,7.5,5x127.00,5x139.70,5,127,25,MACHINED W/ CLEAR COAT,NA,17 5x127.00,17 5x127.00 25,17 x 7.5,"(20,29)"
8640,1441,AZN 02,Arizona,4,8.85463E+11,American Racing,MAINLINE CHROME,20,8.5,5x127.00,NA,5,127,35,CHROME,13783,20 5x127.00,20 5x127.00 35,20 x 8.5,"(30,39)"
8641,1441,AZN 02,Arizona,4,8.85463E+11,American Racing,AR919 SLV MACH,16,7,5x100.00,5x105.00,5,100,40,SILVER MACHINED,NA,16 5x100.00,16 5x100.00 40,16 x 7,"(30,39)"
8642,1441,AZN 02,Arizona,4,8.85463E+11,Helo,HE791 G-BLK MACH,17,8,8x165.10,NA,8,165.1,-6,GLOSS BLACK MILLED,NA,17 8x165.10,17 8x165.10 -6,17 x 8,"(-9,0)"
8643,1441,AZN 02,Arizona,5,8.85463E+11,Helo,HE879 GLOSS BLACK MACHINED/MILLED,18,9,5x127.00,NA,5,127,18,GLOSS BLACK MACHINED & MILLED,NA,18 5x127.00,18 5x127.00 18,18 x 9,"(11,19)"
8644,1441,AZN 02,Arizona,4,8.85463E+11,Helo,HE880 G-BLK MACH,20,8.5,5x115.00,5x120.00,5,115,42,GLOSS BLACK W/ MACHINED FACE,20058,20 5x115.00,20 5x115.00 42,20 x 8.5,"(40,49)"
8645,1441,AZN 02,Arizona,4,8.85463E+11,Helo,HE899 S-BLK GB-CH INS,18,8,5x114.30,NA,5,114.3,38,SATIN BLACK W/ GLOSS BLACK & CHROME INSERTS,NA,18 5x114.30,18 5x114.30 38,18 x 8,"(30,39)"
8646,1441,AZN 02,Arizona,4,8.85463E+11,Helo,HE900 G-BLK,20,9,6x139.70,NA,6,139.7,0,GLOSS BLACK,NA,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
8647,1441,AZN 02,Arizona,4,8.85463E+11,KMC,SKITCH CHROME,22,9,6x139.70,NA,6,139.7,35,CHROME,78391,22 6x139.70,22 6x139.70 35,22 x 9,"(30,39)"
8648,1441,AZN 02,Arizona,4,8.85463E+11,KMC,KM685 S-BLK,18,8,5x114.30,NA,5,114.3,38,SATIN BLACK,NA,18 5x114.30,18 5x114.30 38,18 x 8,"(30,39)"
8649,1441,AZN 02,Arizona,-4,8.85463E+11,KMC,KM685 S-BLK,18,8,5x114.30,NA,5,114.3,38,SATIN BLACK,NA,18 5x114.30,18 5x114.30 38,18 x 8,"(30,39)"
8650,1441,AZN 02,Arizona,4,8.85463E+11,KMC,KM691 S-BLK,18,8,5x114.30,NA,5,114.3,35,SATIN BLACK,NA,18 5x114.30,18 5x114.30 35,18 x 8,"(30,39)"
8651,1441,AZN 02,Arizona,-4,8.85463E+11,KMC,KM691 S-BLK,18,8,5x114.30,NA,5,114.3,35,SATIN BLACK,NA,18 5x114.30,18 5x114.30 35,18 x 8,"(30,39)"
8652,1441,AZN 02,Arizona,4,8.85463E+11,KMC,KM691 S-BLK,18,8,5x120.00,NA,5,120,35,SATIN BLACK,NA,18 5x120.00,18 5x120.00 35,18 x 8,"(30,39)"
8653,1441,AZN 02,Arizona,4,8.85463E+11,KMC,KM700 S-BLK,20,9,6x139.70,NA,6,139.7,35,SATIN BLACK,NA,20 6x139.70,20 6x139.70 35,20 x 9,"(30,39)"
8654,1441,AZN 02,Arizona,4,8.43962E+11,Moto Metal,MO951 CHROME,17,9,8x170.00,NA,8,170,-12,CHROME,NA,17 8x170.00,17 8x170.00 -12,17 x 9,"(-19,-10)"
8655,1441,AZN 02,Arizona,4,8.43962E+11,Moto Metal,MO951 GLOSS BLACK MACHINED,18,9,8x165.10,NA,8,165.1,-12,GLOSS BLACK MACHINED,NA,18 8x165.10,18 8x165.10 -12,18 x 9,"(-19,-10)"
8656,1441,AZN 02,Arizona,4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,20,12,8x165.10,NA,8,165.1,-44,GLOSS BLACK W/ MILLED ACCENTS,78454,20 8x165.10,20 8x165.10 -44,20 x 12,"(-50,-40)"
8657,1441,AZN 02,Arizona,-4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,20,12,8x165.10,NA,8,165.1,-44,GLOSS BLACK W/ MILLED ACCENTS,78454,20 8x165.10,20 8x165.10 -44,20 x 12,"(-50,-40)"
8658,1441,AZN 02,Arizona,4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,20,9,5x127.00,5x139.70,5,127,0,GLOSS BLACK W/ MILLED ACCENTS,20125,20 5x127.00,20 5x127.00 0,20 x 9,"(-9,0)"
8659,1441,AZN 02,Arizona,8,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,6x135.00,6x139.70,6,135,18,GLOSS BLACK W/ MACHINED FACE,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
8660,1441,AZN 02,Arizona,1,8.85463E+11,Moto Metal,MO970 S-BLK MILL,20,10,8x170.00,NA,8,170,-24,SATIN BLACK MILLED,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
8661,1441,AZN 02,Arizona,1,8.85463E+11,Moto Metal,MO984 M-GRY GBLK-INS,17,9,6x135.00,6x139.70,6,135,18,MATTE GRAY W/ G-BLK INSERTS,NA,17 6x135.00,17 6x135.00 18,17 x 9,"(11,19)"
8662,1441,AZN 02,Arizona,-1,8.85463E+11,Moto Metal,MO984 M-GRY GBLK-INS,17,9,6x135.00,6x139.70,6,135,18,MATTE GRAY W/ G-BLK INSERTS,NA,17 6x135.00,17 6x135.00 18,17 x 9,"(11,19)"
8663,1441,AZN 02,Arizona,5,8.06455E+11,MSA Wheels,MA026 MILL G-BLK,14,7,4x156.00,NA,4,156,0,GLOSS BLACK MILLED,46866,14 4x156.00,14 4x156.00 0,14 x 7,"(-9,0)"
8664,1441,AZN 02,Arizona,2,NA,Performance OE Replicas,PR121 CHROME,17,8.5,5x4.75,NA,5,4.75,56,CHR,NA,17 5x4.75,17 5x4.75 56,17 x 8.5,>50
8665,1441,AZN 02,Arizona,4,7.57558E+11,Performance OE Replicas,PR121 CHROME,18,9.5,5x120.65,NA,5,120.65,56,CHROME,NA,18 5x120.65,18 5x120.65 56,18 x 9.5,>50
8666,1441,AZN 02,Arizona,-2,7.57558E+11,Performance OE Replicas,PR121 CHROME,18,9.5,5x120.65,NA,5,120.65,56,CHROME,NA,18 5x120.65,18 5x120.65 56,18 x 9.5,>50
8667,1441,AZN 02,Arizona,1,7.57559E+11,Performance OE Replicas,PR130C CHROME,18,8.5,5x120.65,NA,5,120.65,56,CHROME,NA,18 5x120.65,18 5x120.65 56,18 x 8.5,>50
8668,1441,AZN 02,Arizona,2,8.43962E+11,Vintage,VN515 POLISHED,17,8,5x120.65,NA,5,120.65,-11,POLISHED,78223,17 5x120.65,17 5x120.65 -11,17 x 8,"(-19,-10)"
8669,1441,AZN 02,Arizona,4,8.85463E+11,XD Powersports,XS811 S-BLK,15,7,4x156.00,NA,4,156,0,SATIN BLACK,NA,15 4x156.00,15 4x156.00 0,15 x 7,"(-9,0)"
8670,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD SERIES 779 CHROME,18,9,5x139.70,NA,5,139.7,-12,CHROME,NA,18 5x139.70,18 5x139.70 -12,18 x 9,"(-19,-10)"
8671,1441,AZN 02,Arizona,2,8.85463E+11,XD Series,XD001 S-BLK,20,7.5,8x165.10,NA,8,165.1,14,SATIN BLACK,NA,20 8x165.10,20 8x165.10 14,20 x 7.5,"(11,19)"
8672,1441,AZN 02,Arizona,6,8.85463E+11,XD Series,XD128 M-GRY BLK-RING,17,9,5x150.00,NA,5,150,18,MATTE GRAY W/ BLACK RING,NA,17 5x150.00,17 5x150.00 18,17 x 9,"(11,19)"
8673,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD128 S-BLK,18,9,8x180.00,NA,8,180,18,SATIN BLACK,NA,18 8x180.00,18 8x180.00 18,18 x 9,"(11,19)"
8674,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD129 S-BLK,17,9,6x139.70,NA,6,139.7,-12,SATIN BLACK,NA,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
8675,1441,AZN 02,Arizona,2,8.85463E+11,XD Series,XD130 S-BLK,20,7.5,8x165.10,NA,8,165.1,14,SATIN BLACK,NA,20 8x165.10,20 8x165.10 14,20 x 7.5,"(11,19)"
8676,1441,AZN 02,Arizona,2,8.85463E+11,XD Series,XD130 S-BLK,20,7.5,8x165.10,NA,8,165.1,15,SATIN BLACK,NA,20 8x165.10,20 8x165.10 15,20 x 7.5,"(11,19)"
8677,1441,AZN 02,Arizona,1,8.85463E+11,XD Series,XD222 RACE DISC,17,8.5,5x139.70,NA,5,139.7,0,MACHINED,NA,17 5x139.70,17 5x139.70 0,17 x 8.5,"(-9,0)"
8678,1441,AZN 02,Arizona,-4,8.43962E+11,XD Series,ROCKSTAR CHROME,22,12,8x170.00,NA,8,170,-44,CHROME,NA,22 8x170.00,22 8x170.00 -44,22 x 12,"(-50,-40)"
8679,1441,AZN 02,Arizona,1,8.43962E+11,XD Series,XD775 M-BLK,20,10,5x139.70,5x150.00,5,139.7,-24,MATTE BLACK,78469,20 5x139.70,20 5x139.70 -24,20 x 10,"(-29,-20)"
8680,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD775 M-BLK,17,8,8x165.10,NA,8,165.1,10,MATTE BLACK,NA,17 8x165.10,17 8x165.10 10,17 x 8,"(1,10)"
8681,1441,AZN 02,Arizona,4,8.43962E+11,XD Series,XD778 M-BLK,18,9,5x139.70,5x150.00,5,139.7,35,MATTE BLACK,78471,18 5x139.70,18 5x139.70 35,18 x 9,"(30,39)"
8682,1441,AZN 02,Arizona,4,8.43962E+11,XD Series,XD795 G-BLK MACH,18,9,8x170.00,NA,8,170,18,GLOSS BLACK W/ MACHINED FACE,NA,18 8x170.00,18 8x170.00 18,18 x 9,"(11,19)"
8683,1441,AZN 02,Arizona,4,8.43962E+11,XD Series,REVOLVER MATTE BLACK,17,9,8x165.10,NA,8,165.1,-12,MATTE BLACK,78514,17 8x165.10,17 8x165.10 -12,17 x 9,"(-19,-10)"
8684,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD809 CHROME,20,10,8x170.00,NA,8,170,-24,CHROME,78557,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
8685,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD826 G-BLK MACH,22,12,8x170.00,NA,8,170,-44,GLOSS BLACK W MACHINED FACE,NA,22 8x170.00,22 8x170.00 -44,22 x 12,"(-50,-40)"
8686,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD827 M-BLK,20,9,8x180.00,NA,8,180,-12,MATTE BLACK,NA,20 8x180.00,20 8x180.00 -12,20 x 9,"(-19,-10)"
8687,1441,AZN 02,Arizona,4,8.85463E+11,XD Series,XD829 S-BLK MACH DTCC,20,9,8x165.10,NA,8,165.1,18,SATIN BLACK MACH W/ DARK TINT CLEAR COAT,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
8688,1441,AZN 02,Arizona,1,8.85463E+11,XD Series,XD834 S-BLK MILL,18,9,6x135.00,NA,6,135,18,SATIN BLACK MILLED,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
8689,1441,AZN 02,Arizona,-1,8.85463E+11,XD Series,XD834 S-BLK MILL,18,9,6x135.00,NA,6,135,18,SATIN BLACK MILLED,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
8690,1442,MID 19,Michigan Detroit,4,8.43962E+11,American Racing,AR195 MACH,17,7.5,6x139.70,NA,6,139.7,25,MACHINED W/ CLEAR COAT,NA,17 6x139.70,17 6x139.70 25,17 x 7.5,"(20,29)"
8691,1442,MID 19,Michigan Detroit,4,8.85463E+11,American Racing,AR921 G-BLK,17,8,5x115.00,NA,5,115,15,GLOSS BLACK,NA,17 5x115.00,17 5x115.00 15,17 x 8,"(11,19)"
8692,1442,MID 19,Michigan Detroit,5,8.85463E+11,Helo,HE878 S-BLK,17,9,5x127.00,NA,5,127,-12,SATIN BLACK,20048,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
8693,1442,MID 19,Michigan Detroit,4,8.85463E+11,Helo,HE891,20,8.5,blank,NA,0,0,35,CHR,NA,20 blank,20 blank 35,20 x 8.5,"(30,39)"
8694,1442,MID 19,Michigan Detroit,4,8.85463E+11,XD Series,XD301 S-BLK,17,8.5,6x139.70,NA,6,139.7,-6,SATIN BLACK,NA,17 6x139.70,17 6x139.70 -6,17 x 8.5,"(-9,0)"
8695,1442,MID 19,Michigan Detroit,4,8.85463E+11,XD Series,XD822 M-BLK,17,9,5x127.00,NA,5,127,-12,MATTE BLACK,NA,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
8696,1443,TXD 45,Texas Dallas,4,8.85463E+11,ATX,AX201 M-BRZ BLK LIP,15,10,6x139.70,NA,6,139.7,-44,MATTE BRONZE W/ BLACK LIP,NA,15 6x139.70,15 6x139.70 -44,15 x 10,"(-50,-40)"
8697,1443,TXD 45,Texas Dallas,1,8.43962E+11,Motegi,MR107 G-BLK MACH,18,8,5x114.30,NA,5,114.3,42,GLOSS BLACK MACHINED,NA,18 5x114.30,18 5x114.30 42,18 x 8,"(40,49)"
8698,1443,TXD 45,Texas Dallas,4,8.43962E+11,Vintage,VN515 POLISHED,17,9.5,5x127.00,NA,5,127,8,POLISHED,NA,17 5x127.00,17 5x127.00 8,17 x 9.5,"(1,10)"
8699,1443,TXD 45,Texas Dallas,2,8.85463E+11,Vintage,VN815 PVD,17,8,5x120.65,NA,5,120.65,8,PVD,78907,17 5x120.65,17 5x120.65 8,17 x 8,"(1,10)"
8700,1443,TXD 45,Texas Dallas,2,8.85463E+11,Vintage,VN815 PVD,18,9,5x120.65,NA,5,120.65,0,PVD,NA,18 5x120.65,18 5x120.65 0,18 x 9,"(-9,0)"
8701,1443,TXD 45,Texas Dallas,4,8.43962E+11,XD Series,XD775 M-BLK,20,10,6x135.00,6x139.70,6,135,-24,MATTE BLACK,70903,20 6x135.00,20 6x135.00 -24,20 x 10,"(-29,-20)"
8702,1443,TXD 45,Texas Dallas,1,8.43962E+11,XD Series,XD775 M-BLK,20,8.5,6x135.00,6x139.70,6,135,35,MATTE BLACK,NA,20 6x135.00,20 6x135.00 35,20 x 8.5,"(30,39)"
8703,1443,TXD 45,Texas Dallas,1,8.43962E+11,XD Series,HOSS GLOSS BLACK,16,8,6x139.70,NA,6,139.7,0,GLOSS BLACK W/ CLEAR COAT,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
8704,1443,TXD 45,Texas Dallas,4,8.85463E+11,XD Series,MISFIT MATTE BLACK,20,9,8x170.00,NA,8,170,0,MATTE BLACK,20296,20 8x170.00,20 8x170.00 0,20 x 9,"(-9,0)"
8705,1443,TXD 45,Texas Dallas,1,8.85463E+11,XD Series,XD818 S-BLK MILL LP,16,8,6x139.70,NA,6,139.7,10,SATIN BLACK,NA,16 6x139.70,16 6x139.70 10,16 x 8,"(1,10)"
8706,1443,TXD 45,Texas Dallas,4,8.85463E+11,XD Series,XD820 S-BLK,20,10,8x170.00,NA,8,170,-24,SATIN BLACK,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
8707,1443,TXD 45,Texas Dallas,-4,8.85463E+11,XD Series,XD820 S-BLK,20,10,8x170.00,NA,8,170,-24,SATIN BLACK,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
8708,1443,TXD 45,Texas Dallas,4,8.85463E+11,XD Series,XD820 S-BLK,20,9,5x139.70,NA,5,139.7,0,SATIN BLACK,NA,20 5x139.70,20 5x139.70 0,20 x 9,"(-9,0)"
8709,1443,TXD 45,Texas Dallas,5,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,17,9,5x127.00,NA,5,127,-12,SATIN BLACK MILLED,NA,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
8710,1444,INI 07,Indiana/Ohio,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,14,6,5x114.30,NA,5,114.3,6,MACHINED W/ CLEAR COAT,78200,14 5x114.30,14 5x114.30 6,14 x 6,"(1,10)"
