RecID,SiteID,StoreCode,Region,Quantity,GTIN_VPN,Brand,Style,Diameter,Width,BoltPattern1,BoltPattern2,Lugs,LugRadial,Offset,Finish,DTArticle,diamBP,diamBPOffs,wheelsize,offbin
7459,1397,COD 22,Colorado,4,7.61138E+11,American Racing,AR023 MACH,15,8,5x127.00,NA,5,127,-19,MACHINED W/ CLEAR COAT,78744,15 5x127.00,15 5x127.00 -19,15 x 8,"(-19,-10)"
7460,1397,COD 22,Colorado,4,8.85463E+11,American Racing,AR023 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK W/ CLEAR COAT,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
7461,1397,COD 22,Colorado,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,16,8,8x170.00,NA,8,170,0,MACHINED W/ CLEAR COAT,NA,16 8x170.00,16 8x170.00 0,16 x 8,"(-9,0)"
7462,1397,COD 22,Colorado,6,8.85463E+11,American Racing,AR172 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
7463,1397,COD 22,Colorado,-5,8.85463E+11,American Racing,AR172 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
7464,1397,COD 22,Colorado,2,8.85463E+11,American Racing,AR172 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
7465,1397,COD 22,Colorado,-3,8.85463E+11,American Racing,AR172 S-BLK,16,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
7466,1397,COD 22,Colorado,4,8.85463E+11,American Racing,AR172 S-BLK,17,8,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,17 6x139.70,17 6x139.70 0,17 x 8,"(-9,0)"
7467,1397,COD 22,Colorado,4,8.43962E+11,KMC,KM651 G-BLK,20,8.5,5x114.30,5x127.00,5,114.3,38,GLOSS BLACK W/ CLEAR COAT,20063,20 5x114.30,20 5x114.30 38,20 x 8.5,"(30,39)"
7468,1397,COD 22,Colorado,1,8.85463E+11,KMC,KM685 BRONZE,22,9,5x115.00,NA,5,115,15,MATTE BRONZE,NA,22 5x115.00,22 5x115.00 15,22 x 9,"(11,19)"
7469,1397,COD 22,Colorado,4,8.43962E+11,Motegi,MR118 M-BLK,18,8,5x112.00,NA,5,112,45,MATTE BLACK,20192,18 5x112.00,18 5x112.00 45,18 x 8,"(40,49)"
7470,1397,COD 22,Colorado,4,8.85463E+11,XD Series,XD127 M-GRY BLK-RING,16,8,8x165.10,NA,8,165.1,0,MATTE GRAY W/ BLACK RING,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
7471,1397,COD 22,Colorado,1,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,18,9,6x135.00,NA,6,135,18,SATIN BLACK MILLED,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
7472,1398,OHC 02,Indiana/Ohio,2,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,14,6,5x114.30,NA,5,114.3,6,MACHINED W/ CLEAR COAT,78200,14 5x114.30,14 5x114.30 6,14 x 6,"(1,10)"
7473,1398,OHC 02,Indiana/Ohio,3,8.85463E+11,Moto Metal,MO962 G-BLK MILL,17,10,8x165.10,NA,8,165.1,-24,GLOSS BLACK W/ MILLED ACCENTS,NA,17 8x165.10,17 8x165.10 -24,17 x 10,"(-29,-20)"
7474,1398,OHC 02,Indiana/Ohio,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,17,8,5x114.30,5x127.00,5,114.3,40,GLOSS BLACK W/ MACHINED FACE,NA,17 5x114.30,17 5x114.30 40,17 x 8,"(30,39)"
7475,1398,OHC 02,Indiana/Ohio,4,7.57559E+11,Performance OE Replicas,PR154 S-BLK,20,9,5x127.00,NA,5,127,34,SATIN BLACK,NA,20 5x127.00,20 5x127.00 34,20 x 9,"(30,39)"
7476,1398,OHC 02,Indiana/Ohio,8,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x135.00,NA,6,135,0,SATIN BLACK MILLED,NA,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
7477,1398,OHC 02,Indiana/Ohio,4,8.85463E+11,XD Series,XD822 M-BLK,18,9,6x135.00,6x139.70,6,135,18,MATTE BLACK,NA,18 6x135.00,18 6x135.00 18,18 x 9,"(11,19)"
7478,1400,FLT 02,Florida,4,8.85463E+11,American Racing,AR172 S-BLK,15,8,6x139.70,NA,6,139.7,20,SATIN BLACK,NA,15 6x139.70,15 6x139.70 20,15 x 8,"(11,19)"
7479,1400,FLT 02,Florida,4,8.85463E+11,American Racing,MAINLINE GLOSS BLACK W/MACHINED FACE,18,8.5,5x114.30,NA,5,114.3,30,GLOSS BLACK MACHINED,NA,18 5x114.30,18 5x114.30 30,18 x 8.5,"(20,29)"
7480,1400,FLT 02,Florida,4,8.85463E+11,Helo,MAXX GLOSS BLACK MACHINED,17,8,6x139.70,NA,6,139.7,-6,GLOSS BLACK MACHINED,NA,17 6x139.70,17 6x139.70 -6,17 x 8,"(-9,0)"
7481,1400,FLT 02,Florida,4,8.43962E+11,Helo,HE835 GLOSS BLACK MACHINED,17,8,6x139.70,NA,6,139.7,0,GLOSS BLACK MACHINED,20015,17 6x139.70,17 6x139.70 0,17 x 8,"(-9,0)"
7482,1400,FLT 02,Florida,4,8.43962E+11,Helo,HE845 DISC,20,8.5,blank,NA,0,0,42,CHR,NA,20 blank,20 blank 42,20 x 8.5,"(40,49)"
7483,1400,FLT 02,Florida,4,8.85463E+11,Helo,HE904 S-BLK,20,9,8x165.10,NA,8,165.1,18,SATIN BLACK,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
7484,1400,FLT 02,Florida,4,8.85463E+11,Helo,HE904 S-BLK MACH DTCC,20,9,8x165.10,NA,8,165.1,18,SATIN BLACK MACHINED W/ DARK TINTED CLEAR,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
7485,1400,FLT 02,Florida,2,8.43962E+11,KMC,KM651 G-BLK,24,9.5,6x135.00,6x139.70,6,135,25,GLOSS BLACK W/ CLEAR COAT,NA,24 6x135.00,24 6x135.00 25,24 x 9.5,"(20,29)"
7486,1400,FLT 02,Florida,4,8.43962E+11,Moto Metal,MO955 CHROME,16,8,6x139.70,NA,6,139.7,0,CHROME,20096,16 6x139.70,16 6x139.70 0,16 x 8,"(-9,0)"
7487,1400,FLT 02,Florida,4,8.85463E+11,Moto Metal,MO962 CHROME,20,9,6x135.00,NA,6,135,0,CHROME,20126,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
7488,1400,FLT 02,Florida,4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,20,9,6x139.70,NA,6,139.7,0,GLOSS BLACK W/ MILLED ACCENTS,78450,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
7489,1400,FLT 02,Florida,4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,18,10,5x127.00,5x139.70,5,127,-24,GLOSS BLACK W/ MILLED ACCENTS,20133,18 5x127.00,18 5x127.00 -24,18 x 10,"(-29,-20)"
7490,1400,FLT 02,Florida,-4,8.85463E+11,Moto Metal,MO962 S-GRY MILL,17,10,6x135.00,6x139.70,6,135,-24,SATIN GRAY W/ MILLED ACCENTS,NA,17 6x135.00,17 6x135.00 -24,17 x 10,"(-29,-20)"
7491,1400,FLT 02,Florida,5,8.85463E+11,Moto Metal,MO962 S-GRY MILL,17,10,8x165.10,NA,8,165.1,-24,SATIN GRAY W/ MILLED ACCENTS,NA,17 8x165.10,17 8x165.10 -24,17 x 10,"(-29,-20)"
7492,1400,FLT 02,Florida,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,5x139.70,5x150.00,5,139.7,18,GLOSS BLACK W/ MACHINED FACE,78457,20 5x139.70,20 5x139.70 18,20 x 9,"(11,19)"
7493,1400,FLT 02,Florida,4,8.85463E+11,Moto Metal,MO970 G-GRY BLK LP,20,9,6x135.00,6x139.70,6,135,0,GLOSS GREY CENTER W/ GLOSS BLACK LIP,NA,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
7494,1400,FLT 02,Florida,4,8.85463E+11,XD Series,XD779 GLOSS BLACK MACHINED FACE,20,9,6x135.00,NA,6,135,18,GLOSS BLACK MACHINED,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
7495,1400,FLT 02,Florida,5,8.43962E+11,XD Series,XD818 S-BLK MILL LP,20,10,5x127.00,NA,5,127,-24,SATIN BLACK,NA,20 5x127.00,20 5x127.00 -24,20 x 10,"(-29,-20)"
7496,1400,FLT 02,Florida,4,8.85463E+11,XD Series,XD822 M-BLK,20,9,8x170.00,NA,8,170,18,MATTE BLACK,NA,20 8x170.00,20 8x170.00 18,20 x 9,"(11,19)"
7497,1400,FLT 02,Florida,4,8.85463E+11,XD Series,XD822 M-BLK,18,9,5x139.70,5x150.00,5,139.7,18,MATTE BLACK,NA,18 5x139.70,18 5x139.70 18,18 x 9,"(11,19)"
7498,1400,FLT 02,Florida,4,8.85463E+11,XD Series,XD825 G-BLK MILL,20,9,8x165.10,NA,8,165.1,0,GLOSS BLACK MILLED,NA,20 8x165.10,20 8x165.10 0,20 x 9,"(-9,0)"
7499,1400,FLT 02,Florida,4,8.85463E+11,XD Series,XD825 M-BLK DTCC,20,10,6x135.00,6x139.70,6,135,-24,MATTE BLACK W/ DARK TINT,NA,20 6x135.00,20 6x135.00 -24,20 x 10,"(-29,-20)"
7500,1401,UTS 02,Utah,4,7.61138E+11,American Racing,AR023 MACH,16,8,5x139.70,NA,5,139.7,0,MACHINED W/ CLEAR COAT,NA,16 5x139.70,16 5x139.70 0,16 x 8,"(-9,0)"
7501,1401,UTS 02,Utah,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,14,7,4x114.30,NA,4,114.3,0,MACHINED W/ CLEAR COAT,78201,14 4x114.30,14 4x114.30 0,14 x 7,"(-9,0)"
7502,1401,UTS 02,Utah,4,8.0927E+11,American Racing,OUTLAW II MACHINED W/CC,15,7,5x139.70,NA,5,139.7,-6,MACHINED W/ CLEAR COAT,78186,15 5x139.70,15 5x139.70 -6,15 x 7,"(-9,0)"
7503,1401,UTS 02,Utah,4,8.85463E+11,American Racing,AR172 S-BLK,15,8,6x139.70,NA,6,139.7,-19,SATIN BLACK,NA,15 6x139.70,15 6x139.70 -19,15 x 8,"(-19,-10)"
7504,1401,UTS 02,Utah,4,8.85463E+11,American Racing,AR910 G-BLK MACH,17,8.5,5x114.30,NA,5,114.3,0,GLOSS BLACK W/ MACHINED FACE,NA,17 5x114.30,17 5x114.30 0,17 x 8.5,"(-9,0)"
7505,1401,UTS 02,Utah,4,8.43962E+11,Helo,MAXX CHROME,17,9,5x139.70,NA,5,139.7,-12,CHROME,NA,17 5x139.70,17 5x139.70 -12,17 x 9,"(-19,-10)"
7506,1401,UTS 02,Utah,1,8.43962E+11,Helo,HE845 GLOSS BLACK MACHINED,17,7.5,5x100.00,5x110.00,5,100,42,GLOSS BLACK MACHINED,NA,17 5x100.00,17 5x100.00 42,17 x 7.5,"(40,49)"
7507,1401,UTS 02,Utah,4,8.85463E+11,KMC,KM685 S-BLK,18,8,5x114.30,NA,5,114.3,38,SATIN BLACK,NA,18 5x114.30,18 5x114.30 38,18 x 8,"(30,39)"
7508,1401,UTS 02,Utah,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,6x135.00,6x139.70,6,135,18,GLOSS BLACK W/ MACHINED FACE,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
7509,1401,UTS 02,Utah,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,8x180.00,NA,8,180,0,GLOSS BLACK W/ MACHINED FACE,NA,20 8x180.00,20 8x180.00 0,20 x 9,"(-9,0)"
7510,1401,UTS 02,Utah,2,8.85463E+11,Moto Metal,MO970 G-BLK MACH,17,8,8x170.00,NA,8,170,0,GLOSS BLACK W/ MACHINED FACE,NA,17 8x170.00,17 8x170.00 0,17 x 8,"(-9,0)"
7511,1401,UTS 02,Utah,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,17,8,6x135.00,6x139.70,6,135,0,SATIN BLACK MILLED,NA,17 6x135.00,17 6x135.00 0,17 x 8,"(-9,0)"
7512,1401,UTS 02,Utah,9,8.85463E+11,XD Powersports,XS811 S-BLK,14,7,4x156.00,NA,4,156,0,SATIN BLACK,NA,14 4x156.00,14 4x156.00 0,14 x 7,"(-9,0)"
7513,1401,UTS 02,Utah,4,8.85463E+11,XD Series,XD128 S-BLK,18,9,5x150.00,NA,5,150,25,SATIN BLACK,NA,18 5x150.00,18 5x150.00 25,18 x 9,"(20,29)"
7514,1401,UTS 02,Utah,1,8.85463E+11,XD Series,XD131 Satin Black,17,8.5,6x139.70,NA,6,139.7,25,SATIN BLACK,NA,17 6x139.70,17 6x139.70 25,17 x 8.5,"(20,29)"
7515,1401,UTS 02,Utah,1,8.43962E+11,XD Series,MONSTER CHROME,18,9,6x135.00,6x139.70,6,135,-12,CHROME,NA,18 6x135.00,18 6x135.00 -12,18 x 9,"(-19,-10)"
7516,1401,UTS 02,Utah,2,8.85463E+11,XD Series,XD779 GLOSS BLACK MACHINED FACE,20,9,8x165.10,NA,8,165.1,18,GLOSS BLACK MACHINED,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
7517,1401,UTS 02,Utah,4,8.43962E+11,XD Series,XD795 G-BLK MACH,18,9,8x165.10,NA,8,165.1,18,GLOSS BLACK W/ MACHINED FACE,62366,18 8x165.10,18 8x165.10 18,18 x 9,"(11,19)"
7518,1401,UTS 02,Utah,4,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,20,9,6x135.00,6x139.70,6,135,-12,SATIN BLACK W ACCENTS,NA,20 6x135.00,20 6x135.00 -12,20 x 9,"(-19,-10)"
7519,1401,UTS 02,Utah,5,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,17,9,5x127.00,5x135.00,5,127,-12,SATIN BLACK W ACCENTS,78559,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
7520,1401,UTS 02,Utah,4,8.85463E+11,XD Series,XD825 G-BLK MILL,20,9,8x165.10,NA,8,165.1,0,GLOSS BLACK MILLED,NA,20 8x165.10,20 8x165.10 0,20 x 9,"(-9,0)"
7521,1402,TXD 41,Texas Dallas,4,8.85463E+11,Helo,HE904 S-BLK MACH DTCC,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK MACHINED W/ DARK TINTED CLEAR,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
7522,1402,TXD 41,Texas Dallas,4,8.85463E+11,KMC,KM694 S-BLK,20,8.5,5x120.00,NA,5,120,38,SATIN BLACK,NA,20 5x120.00,20 5x120.00 38,20 x 8.5,"(30,39)"
7523,1402,TXD 41,Texas Dallas,4,8.43962E+11,Moto Metal,MO951 CHROME,18,9,6x139.70,NA,6,139.7,18,CHROME,20094,18 6x139.70,18 6x139.70 18,18 x 9,"(11,19)"
7524,1402,TXD 41,Texas Dallas,5,8.85463E+11,Moto Metal,MO978 S-BLK MACH RTCC,20,10,8x170.00,NA,8,170,-24,SATIN BLACK  MACHINED,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
7525,1402,TXD 41,Texas Dallas,2,7.57559E+11,Performance OE Replicas,PR107 M-BLK,22,9,5x115.00,NA,5,115,18,SEMI GLOSS BLACK,NA,22 5x115.00,22 5x115.00 18,22 x 9,"(11,19)"
7526,1402,TXD 41,Texas Dallas,2,8.85463E+11,Vintage,VN515 POLISHED WANFENG,18,8,5x120.65,NA,5,120.65,0,POLISHED,78923,18 5x120.65,18 5x120.65 0,18 x 8,"(-9,0)"
7527,1402,TXD 41,Texas Dallas,2,8.85463E+11,Vintage,VN515 POLISHED WANFENG,18,9,5x120.65,NA,5,120.65,0,POLISHED,78930,18 5x120.65,18 5x120.65 0,18 x 9,"(-9,0)"
7528,1402,TXD 41,Texas Dallas,2,7.61139E+11,Vintage,VN109 POLISHED,15,5,5x114.30,NA,5,114.3,5,POLISHED,NA,15 5x114.30,15 5x114.30 5,15 x 5,"(1,10)"
7529,1402,TXD 41,Texas Dallas,2,7.61139E+11,Vintage,VN109 POLISHED,15,7,5x114.30,NA,5,114.3,-6,POLISHED,NA,15 5x114.30,15 5x114.30 -6,15 x 7,"(-9,0)"
7530,1402,TXD 41,Texas Dallas,4,8.85463E+11,Vintage,VN815 PVD,14,7,5x114.30,NA,5,114.3,0,PVD,NA,14 5x114.30,14 5x114.30 0,14 x 7,"(-9,0)"
7531,1402,TXD 41,Texas Dallas,1,8.43962E+11,XD Series,XD797 G-BLK MACH,17,8,5x139.70,NA,5,139.7,18,GLOSS BLACK MACHINED,NA,17 5x139.70,17 5x139.70 18,17 x 8,"(11,19)"
7532,1402,TXD 41,Texas Dallas,4,8.43962E+11,XD Series,XD797 G-BLK MACH,18,9,8x165.10,NA,8,165.1,-12,GLOSS BLACK MACHINED,78524,18 8x165.10,18 8x165.10 -12,18 x 9,"(-19,-10)"
7533,1402,TXD 41,Texas Dallas,4,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,20,9,5x150.00,NA,5,150,30,SATIN BLACK W ACCENTS,NA,20 5x150.00,20 5x150.00 30,20 x 9,"(20,29)"
7534,1402,TXD 41,Texas Dallas,1,8.85463E+11,XD Series,XD820 S-BLK,20,9,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
7535,1402,TXD 41,Texas Dallas,-1,8.85463E+11,XD Series,XD820 S-BLK,20,9,6x139.70,NA,6,139.7,0,SATIN BLACK,NA,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
7536,1402,TXD 41,Texas Dallas,1,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x139.70,NA,6,139.7,0,SATIN BLACK MILLED,NA,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
7537,1402,TXD 41,Texas Dallas,-1,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x139.70,NA,6,139.7,0,SATIN BLACK MILLED,NA,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
7538,1402,TXD 41,Texas Dallas,4,8.85463E+11,XD Series,XD833 S-BLK MILL REV-RG,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK MILLED W/ REVERSIBLE RING,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
7539,1404,MID 16,Michigan Detroit,4,8.43962E+11,American Racing,AR195 MACH,18,8,6x127.00,6x135.00,6,127,30,MACHINED W/ CLEAR COAT,NA,18 6x127.00,18 6x127.00 30,18 x 8,"(20,29)"
7540,1404,MID 16,Michigan Detroit,4,8.43962E+11,KMC,KM651 G-BLK,20,8.5,6x135.00,6x139.70,6,135,10,GLOSS BLACK W/ CLEAR COAT,NA,20 6x135.00,20 6x135.00 10,20 x 8.5,"(1,10)"
7541,1404,MID 16,Michigan Detroit,4,8.85463E+11,KMC,KM677 CHROME,20,8.5,5x114.30,5x120.00,5,114.3,35,CHROME,20076,20 5x114.30,20 5x114.30 35,20 x 8.5,"(30,39)"
7542,1404,MID 16,Michigan Detroit,4,8.85463E+11,Moto Metal,MO983 G-BLK MILL,18,9,6x139.70,NA,6,139.7,0,GLOSS BLACK MILLED,NA,18 6x139.70,18 6x139.70 0,18 x 9,"(-9,0)"
7543,1404,MID 16,Michigan Detroit,2,7.57558E+11,Performance OE Replicas,PR161 M-BLK,20,10,5x115.00,NA,5,115,18,MATTE BLACK,NA,20 5x115.00,20 5x115.00 18,20 x 10,"(11,19)"
7544,1404,MID 16,Michigan Detroit,5,8.85463E+11,XD Series,ENDURO MATTE BLACK,15,9,5x114.30,NA,5,114.3,-12,MATTE BLACK,78870,15 5x114.30,15 5x114.30 -12,15 x 9,"(-19,-10)"
7545,1404,MID 16,Michigan Detroit,4,8.85463E+11,XD Series,XD811 PVD,20,9,6x120,NA,6,120,30,CHR,NA,20 6x120,20 6x120 30,20 x 9,"(20,29)"
7546,1404,MID 16,Michigan Detroit,1,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK MILLED,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
7547,1404,MID 16,Michigan Detroit,4,8.85463E+11,XD Series,XD833 S-BLK MILL REV-RG,20,9,8x170.00,NA,8,170,-12,SATIN BLACK MILLED W/ REVERSIBLE RING,NA,20 8x170.00,20 8x170.00 -12,20 x 9,"(-19,-10)"
7548,1405,MID 17,Michigan Detroit,5,8.85463E+11,ATX,AX756 S-BLK,17,9,5x127.00,NA,5,127,-38,SATIN BLACK,20012,17 5x127.00,17 5x127.00 -38,17 x 9,"(-39,-30)"
7549,1405,MID 17,Michigan Detroit,4,8.85463E+11,Helo,HE890 S-BLK,20,8.5,5x115.00,NA,5,115,35,SATIN BLACK,NA,20 5x115.00,20 5x115.00 35,20 x 8.5,"(30,39)"
7550,1405,MID 17,Michigan Detroit,4,8.43962E+11,KMC,KM651 CHROME,20,8.5,5x114.30,5x120.65,5,114.3,38,CHROME,NA,20 5x114.30,20 5x114.30 38,20 x 8.5,"(30,39)"
7551,1405,MID 17,Michigan Detroit,2,7.61138E+11,Vintage,VN605 CHROME,15,7,5x120.65,NA,5,120.65,-5,CHROME,20212,15 5x120.65,15 5x120.65 -5,15 x 7,"(-9,0)"
7552,1405,MID 17,Michigan Detroit,2,7.61138E+11,Vintage,VN605 CHROME,15,8.5,5x120.65,NA,5,120.65,-24,CHROME,NA,15 5x120.65,15 5x120.65 -24,15 x 8.5,"(-29,-20)"
7553,1405,MID 17,Michigan Detroit,4,8.43962E+11,XD Series,HOSS GLOSS BLACK,16,8,8x165.10,NA,8,165.1,0,GLOSS BLACK W/ CLEAR COAT,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
7554,1405,MID 17,Michigan Detroit,-4,8.85463E+11,XD Series,XD810 GLOSS BLACK WITH MACHINED FACE,22,10,8x170.00,NA,8,170,-24,GLOSS BLACK MACHINED,NA,22 8x170.00,22 8x170.00 -24,22 x 10,"(-29,-20)"
7555,1405,MID 17,Michigan Detroit,5,8.43962E+11,XD Series,XD818 S-BLK MILL LP,20,10,5x127.00,NA,5,127,-24,SATIN BLACK,NA,20 5x127.00,20 5x127.00 -24,20 x 10,"(-29,-20)"
7556,1405,MID 17,Michigan Detroit,4,8.85463E+11,XD Series,XD822 M-BLK,20,9,8x180.00,NA,8,180,18,MATTE BLACK,NA,20 8x180.00,20 8x180.00 18,20 x 9,"(11,19)"
7557,1405,MID 17,Michigan Detroit,8,8.85463E+11,XD Series,XD825 G-BLK MILL,22,10,8x170.00,NA,8,170,-18,GLOSS BLACK MILLED,NA,22 8x170.00,22 8x170.00 -18,22 x 10,"(-19,-10)"
7558,1405,MID 17,Michigan Detroit,-4,8.85463E+11,XD Series,XD825 G-BLK MILL,22,10,8x170.00,NA,8,170,-18,GLOSS BLACK MILLED,NA,22 8x170.00,22 8x170.00 -18,22 x 10,"(-19,-10)"
7559,1405,MID 17,Michigan Detroit,4,8.85463E+11,XD Series,XD834 S-GRY MILL,22,10,8x165.10,NA,8,165.1,-18,SATIN GREY MILLED,NA,22 8x165.10,22 8x165.10 -18,22 x 10,"(-19,-10)"
7560,1406,TXA 05,Texas San Antonio,4,8.0927E+11,American Racing,OUTLAW II MACHINED W/CC,15,7,5x139.70,NA,5,139.7,-6,MACHINED W/ CLEAR COAT,78186,15 5x139.70,15 5x139.70 -6,15 x 7,"(-9,0)"
7561,1406,TXA 05,Texas San Antonio,1,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,15,8,5x139.70,NA,5,139.7,-19,MACHINED W/ CLEAR COAT,78188,15 5x139.70,15 5x139.70 -19,15 x 8,"(-19,-10)"
